8.869262373838702335e-03,2.770297266509325063e-02,3.220516660390500621e-03,4.791621086309120342e-02,5.979432424520392600e-03,1.740135661298044048e-02,2.043071651600049388e-02,3.170141433867422693e-04,1.837772103917500414e-04,2.223285521839391335e-04,3.571692669874785208e-04,1.700766694335073418e-04,3.173811590938931863e-05,1.119422832255657961e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.030368050497947680e-03,1.758808800122470262e-02,2.373962930185535662e-03,4.028412059732858208e-02,5.122223042218399316e-03,2.463560714297360205e-02,3.442570079589515192e-02,2.228150206302387942e-02,5.704409880025859171e-03,7.673949633651696439e-03,3.573132300739612077e-02,3.025391987818035894e-02,3.398095446538561271e-02,6.747004739381284866e-02,2.942583502926464367e-02,7.274193157127528848e-03
7.607058164560373884e-03,2.646263973156295912e-02,3.339451179309380936e-03,5.587274261692769250e-02,6.881644975631076924e-03,1.981606508853486076e-02,2.340525690375927156e-02,2.491763637394763518e-04,1.769238910160513326e-04,2.031009650075040580e-04,3.465689970553955009e-04,1.653009161381837136e-04,0.000000000000000000e+00,1.054434531170624529e-04,0.000000000000000000e+00,0.000000000000000000e+00
8.135190830682778249e-03,3.014178373978174119e-02,3.193198038091852112e-03,3.920439624077444452e-02,5.035502124956677678e-03,1.476176479577716999e-02,1.705139136894889829e-02,4.284152332085848459e-04,2.030339653968764595e-04,2.608894885549810729e-04,3.907994544459395350e-04,1.857112047629664816e-04,7.770982594225288884e-05,1.182385297701966123e-04,0.000000000000000000e+00,0.000000000000000000e+00
9.837853872191370044e-03,3.047673965862305462e-02,3.294300545970960288e-03,4.287735521703008035e-02,5.446819434202514534e-03,1.600949807654589163e-02,1.863120628709757226e-02,4.052987794815524460e-04,2.022447510921220070e-04,2.556872229690954372e-04,3.903216464350961045e-04,1.855892723821585505e-04,6.570695558711912875e-05,1.230115719052203029e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.435297488327596137e-03,2.132668639787388062e-02,2.830901350345857610e-03,4.797376916687862841e-02,6.021739580796992876e-03,2.352550122808230032e-02,3.113086658206849072e-02,1.431202331638856302e-02,3.709382808348814318e-03,4.976134240732838290e-03,2.292999265031727199e-02,1.936366754175790697e-02,2.167479626681012919e-02,4.307248680532420326e-02,1.876930737451074777e-02,4.639853622910129066e-03
9.569928906349525061e-03,1.967321711710014881e-02,1.877672765555346264e-03,1.906751128996432565e-02,2.493104579751935154e-03,7.691143331934459197e-03,8.900741807421506599e-03,2.933139307052451471e-04,1.248009935282356727e-04,1.662161148810852311e-04,2.387617002004556270e-04,1.133146771697664886e-04,6.411721543514270320e-05,8.584310383879014403e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.106527519545199879e-03,4.653029751221113286e-02,5.404752543095358262e-03,7.685002041907072756e-02,9.716876687187857992e-03,2.778976818017889899e-02,3.222448202644797449e-02,6.032149925384496783e-04,3.249722940047312372e-04,4.014676401296993799e-04,6.295107414154749214e-04,2.995531270192666696e-04,7.938115235973727140e-05,1.695972268582032121e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.328582386979002751e-03,2.836691861233412576e-02,2.961817143178051281e-03,3.189842957951752322e-02,4.369796732328681647e-03,2.380447437997566459e-02,3.348868358010602397e-02,2.477662846501717253e-02,6.335990470841856501e-03,8.547072848357031502e-03,3.941193926853023277e-02,3.332786583043044482e-02,3.747407331186992929e-02,7.424163097191868732e-02,3.236433915169628639e-02,8.000604032411956501e-03
5.913697425042277293e-03,1.403514170350793865e-02,1.805289253380242421e-03,3.006709661837766653e-02,3.823976757508532227e-03,2.048642866525993145e-02,2.927546890956674031e-02,2.060420485838225860e-02,5.259866212409760114e-03,7.080588607974518459e-03,3.304864643264006363e-02,2.799961893272797167e-02,3.147377205321856553e-02,6.249266018408003442e-02,2.725473838970872767e-02,6.737488716855442872e-03
3.065362094695228950e-03,2.696220112801012148e-02,3.554888201964754788e-03,6.020982819529460683e-02,7.517411276948453638e-03,2.653805564037409886e-02,3.399966492002115537e-02,1.167978362156872271e-02,3.070314477648189867e-03,4.105671039506462311e-03,1.869252871732890800e-02,1.573633556249161985e-02,1.754345238704357185e-02,3.489776882348485237e-02,1.519176679721450686e-02,3.755470183635314756e-03
5.308908914967715512e-03,3.505575727982342127e-02,3.530074879640931508e-03,3.667445709422738342e-02,4.874120885076918888e-03,1.419115977452530333e-02,1.602190454577186868e-02,5.734406679709721935e-04,2.439910198612079361e-04,3.249592670752917225e-04,4.667888378831299475e-04,2.215348040609923315e-04,1.253517647769515652e-04,1.285873220434151224e-04,0.000000000000000000e+00,0.000000000000000000e+00
5.248546663162592316e-03,4.044501787126111164e-02,4.743327612155873174e-03,6.857836359331589970e-02,8.651147046044338138e-03,2.472076334989620899e-02,2.870208898894847233e-02,5.143537153255003849e-04,2.825426518133559951e-04,3.470779050611169235e-04,5.478098027641145271e-04,2.607248760503540512e-04,6.350592955756221300e-05,1.473489560793372541e-04,0.000000000000000000e+00,0.000000000000000000e+00
9.296324404020313639e-03,2.594711014430547448e-03,1.762552540838432924e-04,1.820453150030521515e-03,2.540069306529015654e-04,7.046368246428812154e-03,1.166435362994979082e-02,1.256173279007572786e-02,3.172336977064987070e-03,4.281110175501464353e-03,2.016485451385441677e-02,1.712315438766716033e-02,1.930424117990281116e-02,3.832080662780394664e-02,1.671652327787288839e-02,4.132396552822813554e-03
